"","x"
"1",16.973
"2",19.035
"3",22.03
"4",16.692
"5",19.421
"6",21.2
"7",19.937
"8",20.301
"9",22.647
"10",17.178
"11",19.999
"12",23.053
"13",24.571
"14",24.904
"15",23.09
"16",18.895
"17",22.099
"18",23.038
"19",16.917
"20",15.403
"21",20.574
"22",19.704
"23",19.233
"24",22.686
"25",23.16
"26",19.4
"27",22.947
"28",19.444
"29",22.621
"30",21.329
"31",21.132
"32",21.403
"33",15.672
"34",21.344
"35",24.612
"36",16.966
"37",22.803
"38",18.166
"39",21.346
"40",21.065
"41",21.754
"42",15.784
"43",22.52
"44",23.968
"45",19.198
