"","x"
"1",22.03
"2",23.81
"3",24.756
"4",19.421
"5",22.274
"6",22.74
"7",21.2
"8",27.151
"9",19.937
"10",20.301
"11",22.647
"12",24.4
"13",28.287
"14",27.957
"15",27.158
"16",19.999
"17",23.053
"18",24.571
"19",27.266
"20",28.647
"21",24.904
"22",23.09
"23",18.895
"24",22.099
"25",25.796
"26",24.745
"27",23.038
"28",16.917
"29",20.574
"30",19.704
"31",19.233
"32",23.19
"33",22.686
"34",23.16
"35",22.947
"36",19.444
"37",21.329
"38",21.403
"39",24.612
"40",22.803
"41",18.166
"42",21.065
"43",24.655
"44",24.726
"45",22.52
"46",23.968
"47",26.007
"48",23.82
"49",23.298
