"","V1","V2"
"1",4,6
"2",6,7
"3",3,8
"4",2,9
"5",1,10
"6",4,10
"7",6,11
"8",7,11
"9",10,11
"10",7,12
"11",8,12
"12",8,13
"13",14,15
"14",15,16
"15",15,19
"16",16,19
"17",14,20
"18",5,22
"19",17,22
"20",21,22
"21",10,23
"22",19,24
"23",9,25
"24",19,25
"25",20,25
"26",23,26
"27",22,27
"28",22,29
"29",20,30
"30",25,31
"31",9,32
"32",24,33
"33",31,33
"34",32,33
"35",26,34
"36",26,35
"37",12,36
"38",23,36
"39",29,36
"40",21,37
"41",25,38
"42",32,38
"43",33,38
"44",27,39
"45",29,39
"46",37,39
"47",35,40
"48",18,41
"49",28,41
"50",31,42
"51",36,43
"52",38,43
"53",35,44
"54",36,44
"55",41,44
"56",33,45
"57",42,45
