"","V1","V2"
"1",1,2
"2",2,3
"3",2,4
"4",3,4
"5",1,6
"6",6,8
"7",7,8
"8",1,9
"9",5,9
"10",6,9
"11",5,10
"12",1,11
"13",6,11
"14",11,12
"15",4,13
"16",3,14
"17",11,14
"18",4,15
"19",10,15
"20",8,16
"21",10,17
"22",9,18
"23",13,19
"24",15,19
"25",18,19
"26",11,20
"27",16,21
"28",17,22
"29",20,23
"30",21,23
"31",19,24
"32",18,25
"33",20,25
"34",23,26
"35",21,27
"36",22,28
"37",24,28
"38",25,28
"39",22,29
"40",28,30
"41",30,31
"42",26,32
"43",27,32
"44",20,33
"45",25,33
"46",14,34
"47",30,36
"48",35,37
"49",36,37
"50",25,38
"51",32,38
"52",35,38
"53",33,39
"54",34,39
"55",38,40
"56",33,41
"57",37,41
