"","V1","V2"
"1",1,5
"2",2,5
"3",3,7
"4",4,8
"5",8,9
"6",5,10
"7",7,10
"8",8,10
"9",7,11
"10",5,13
"11",7,14
"12",10,14
"13",11,14
"14",12,15
"15",14,15
"16",11,16
"17",10,17
"18",9,18
"19",13,18
"20",17,18
"21",15,19
"22",11,20
"23",14,20
"24",16,21
"25",18,23
"26",22,24
"27",10,25
"28",14,25
"29",17,25
"30",21,25
"31",16,26
"32",20,26
"33",21,26
"34",24,26
"35",22,27
"36",9,28
"37",21,29
"38",28,31
"39",25,32
"40",30,33
"41",32,33
"42",6,34
"43",30,34
"44",23,35
"45",31,35
"46",32,35
"47",19,37
"48",36,37
"49",26,38
"50",27,38
"51",20,39
"52",26,39
"53",36,39
"54",38,39
"55",25,40
"56",32,40
"57",37,41
"58",29,42
"59",34,42
"60",29,43
"61",33,43
"62",38,43
"63",40,43
"64",42,43
"65",36,45
"66",39,45
"67",40,45
"68",36,46
"69",37,46
"70",39,46
"71",42,47
"72",44,47
