"","x"
"1",17.926
"2",20.703
"3",20.977
"4",20.914
"5",19.447
"6",21.083
"7",19.854
"8",17.51
"9",20.546
"10",18.82
"11",18.597
"12",20.937
"13",17.973
"14",16.502
"15",16.441
"16",20.264
"17",22.284
"18",20.41
"19",18.754
"20",20.891
"21",20.315
"22",22.709
"23",19.37
"24",19.24
"25",15.888
"26",19.963
"27",22.144
"28",22.293
"29",23.827
"30",18.133
"31",20.39
"32",22.998
"33",23.253
"34",14.564
"35",19.766
"36",20.837
"37",19.274
"38",21.256
"39",19.461
"40",20.876
"41",23.683
"42",22.173
"43",20.871
"44",20.555
"45",22.909
"46",21.703
"47",21.725
"48",21.069
"49",19.289
"50",19.192
