"","V1","V2"
"1",1,3
"2",1,4
"3",2,4
"4",3,4
"5",2,6
"6",3,8
"7",5,8
"8",6,9
"9",7,9
"10",8,11
"11",4,12
"12",10,13
"13",12,13
"14",13,14
"15",13,16
"16",11,17
"17",12,17
"18",9,18
"19",12,18
"20",15,18
"21",17,18
"22",11,19
"23",12,20
"24",15,20
"25",17,21
"26",18,21
"27",15,22
"28",20,22
"29",19,23
"30",17,24
"31",23,24
"32",20,25
"33",21,25
"34",21,26
"35",24,26
"36",25,27
"37",26,27
"38",26,28
"39",27,29
"40",29,30
"41",28,31
"42",28,33
"43",32,33
"44",29,34
"45",31,34
"46",31,35
"47",33,35
"48",34,35
