"","weight"
"1",0.976383633548477
"2",2.05656120745079
"3",0.615334055736328
"4",1.20507261204251
"5",1.08634064618083
"6",0.969692734793329
"7",1.12508888531042
"8",0.556474617666689
"9",0.963029075498144
"10",1.10156434244561
"11",0.653661992247382
"12",0.618127009568947
"13",0.401053612470366
"14",0.935008556075076
"15",0.943533783173236
"16",0.945602453606552
"17",1.14733996702277
"18",0.621392790559596
"19",0.406680463976582
"20",2.67151810791838
"21",1.34744981338734
"22",1.65559173710234
"23",2.81401847940586
"24",0.742627766491868
"25",1.69847107720365
"26",1.3553656333156
"27",0.271147561409124
"28",1.0320678275319
"29",0.230922064785394
"30",2.33634672064389
"31",1.43212988226598
"32",0.481721911218092
"33",2.52178131485772
"34",1.65009120945897
"35",2.91376886503577
