"","V1","V2"
"1",2,3
"2",1,4
"3",3,5
"4",2,6
"5",3,6
"6",3,7
"7",5,7
"8",1,10
"9",6,10
"10",9,10
"11",7,11
"12",10,11
"13",7,12
"14",11,13
"15",4,14
"16",8,14
"17",9,15
"18",12,16
"19",13,16
"20",8,17
"21",4,18
"22",14,18
"23",14,19
"24",17,19
"25",1,20
"26",10,20
"27",13,20
"28",15,20
"29",15,21
"30",4,22
"31",20,22
"32",14,23
"33",18,23
"34",19,24
"35",21,25
"36",13,26
"37",20,26
"38",21,26
"39",22,27
"40",26,28
"41",25,29
"42",28,30
"43",29,30
"44",22,31
"45",27,31
"46",20,32
"47",31,33
"48",32,33
"49",28,34
"50",28,35
"51",30,35
"52",34,35
"53",27,36
"54",29,37
"55",30,37
"56",32,37
"57",23,38
"58",23,39
"59",38,39
"60",37,40
