"","V1","V2"
"1",1,5
"2",2,6
"3",4,6
"4",5,6
"5",3,7
"6",4,7
"7",6,7
"8",8,11
"9",10,11
"10",8,12
"11",8,13
"12",9,13
"13",6,14
"14",7,14
"15",10,14
"16",15,16
"17",10,18
"18",14,18
"19",15,18
"20",16,19
"21",5,20
"22",6,21
"23",17,21
"24",21,22
"25",6,23
"26",22,23
"27",20,24
"28",23,24
"29",7,25
"30",4,26
"31",5,27
"32",24,27
"33",26,28
"34",14,29
"35",25,29
"36",26,29
"37",3,30
"38",9,30
"39",25,31
"40",28,32
"41",11,34
"42",33,34
"43",34,35
"44",33,36
"45",31,37
"46",34,37
"47",29,38
"48",32,38
"49",35,39
"50",31,40
"51",37,40
