"","x"
"1",8.184
"2",6.901
"3",5.463
"4",9.413
"5",0.38
"6",0.515
"7",2.279
"8",2.24
"9",5.717
"10",0.054
"11",6.015
"12",7.13
"13",8.538
"14",0
"15",1.746
"16",0
"17",9.257
"18",3.285
"19",7.393
"20",0.164
"21",0.094
"22",-0.117
"23",0.221
"24",0.187
"25",-0.04
"26",9.845
"27",6.858
"28",0
"29",7.191
"30",0
"31",8.172
"32",8.05
"33",3.373
"34",7.169
"35",0.559
"36",0.217
"37",0.004
"38",8.34
"39",0.151
"40",0
"41",5.153
"42",0
"43",9.742
"44",0
"45",8.39
"46",8.705
"47",7.607
"48",7.854
"49",5.658
"50",7.811
"51",9.037
"52",7.757
