"","x"
"1",20.297
"2",19.24
"3",20.584
"4",20.666
"5",19.211
"6",17.89
"7",19.423
"8",19.214
"9",20.754
"10",16.992
"11",21.61
"12",21.355
"13",20.972
"14",16.899
"15",19.415
"16",19.145
"17",16.109
"18",20.889
"19",20.931
"20",17.376
"21",21.59
"22",21.317
"23",20.97
"24",20.766
"25",19.927
"26",23.05
"27",20.921
"28",21.985
"29",21.052
"30",20.836
"31",22.855
"32",22.961
"33",21.323
"34",19.895
"35",21.613
"36",23.203
"37",20.971
"38",21.08
"39",21.178
"40",23.405
"41",21.482
"42",19.774
"43",22.914
"44",19.322
"45",21.994
"46",17.666
"47",19.051
