"","x"
"1",7.144
"2",10.573
"3",10.29
"4",8.324
"5",10.741
"6",10.793
"7",1.413
"8",12.449
"9",10.389
"10",10.22
"11",10.59
"12",0.328
"13",1.822
"14",11.93
"15",9.339
"16",0.765
"17",1.584
"18",7.707
"19",7.458
"20",13.105
"21",7.859
"22",1.006
"23",10.894
"24",1.06
"25",0.196
"26",8.458
"27",9.053
"28",12.115
"29",8.907
"30",11.232
"31",7.339
"32",11.088
"33",11.02
"34",0.57
"35",8.042
"36",8.953
"37",11.682
"38",7.363
"39",8.2
"40",10.171
"41",9.608
"42",10.354
"43",10.279
"44",9.901
"45",8.385
"46",6.07
"47",0.132
"48",0.039
"49",10.47
"50",9.957
"51",8.606
"52",0.182
"53",6.565
