"","x"
"1",0
"2",1.037
"3",1.255
"4",1.184
"5",1.115
"6",2.785
"7",11.913
"8",0.508
"9",0.631
"10",0.038
"11",9.442
"12",2.959
"13",0.43
"14",0
"15",3.217
"16",6.873
"17",0
"18",-0.139
"19",0.783
"20",0.394
"21",-0.238
"22",0
"23",4.849
"24",7.683
"25",0.006
"26",9.758
"27",1.018
"28",0.818
"29",7.524
"30",4.636
"31",4.887
"32",0
"33",0
"34",0.838
"35",1.621
"36",1.618
"37",0.359
"38",0.615
"39",1.18
"40",8.529
"41",6.793
"42",8.609
"43",0
"44",8.566
"45",3.81
"46",1.363
"47",4.669
"48",0.356
"49",6.897
"50",3.91
"51",0
