"","x"
"1",0
"2",9.662
"3",10.118
"4",10.755
"5",4.767
"6",7.472
"7",9.532
"8",10.689
"9",9.812
"10",12.392
"11",12.392
"12",10.835
"13",4.801
"14",7.003
"15",11.923
"16",12.369
"17",8.163
"18",10.867
"19",12.231
"20",9.851
"21",11.938
"22",12.071
"23",12.103
"24",11.17
"25",11.111
"26",12.369
"27",12.223
"28",10.188
"29",3.476
"30",11.111
"31",11.994
"32",0.206
"33",11.151
"34",9.959
"35",7.633
"36",10.558
"37",11.325
"38",11.069
"39",10.615
"40",10.802
"41",10.677
"42",9.81
"43",11.145
"44",0
"45",6.299
"46",9.856
"47",9.656
"48",9.535
"49",9.219
"50",-0.046
