"","x"
"1",18.002
"2",21.762
"3",23.368
"4",23.451
"5",22.341
"6",23.491
"7",19.271
"8",18.409
"9",22.071
"10",18.783
"11",24.546
"12",22.029
"13",15.513
"14",15.534
"15",23.209
"16",21.788
"17",22.584
"18",21
"19",24.494
"20",16.366
"21",19.214
"22",21.839
"23",19.74
"24",22.903
"25",15.55
"26",18.05
"27",22.886
"28",18.246
"29",18.139
"30",20.156
"31",23.96
"32",10.956
"33",18.312
"34",13.819
"35",20.783
"36",21.765
"37",26.826
"38",18.096
"39",18.469
"40",20.96
"41",23.565
"42",12.979
"43",22.525
"44",16.056
