"","x"
"1",15.2
"2",13.52
"3",15.284
"4",14.636
"5",16.535
"6",14.123
"7",11.638
"8",11.599
"9",11.13
"10",15.887
"11",15.653
"12",13.643
"13",14.952
"14",16.103
"15",10.794
"16",15.205
"17",16.799
"18",17.314
"19",17.183
"20",14.846
"21",15.249
"22",16.344
"23",10.702
"24",8.877
"25",3.573
"26",17.177
"27",15.668
"28",17.511
"29",14.965
"30",15.039
"31",16.915
"32",16.098
"33",14.099
"34",15.391
"35",15.016
"36",16.7
"37",15.005
"38",16.237
"39",14.111
"40",13.134
"41",15.067
"42",14.187
"43",15.672
"44",16.678
"45",16.457
