"","weight"
"1",1.76122230284687
"2",1.94436853507943
"3",2.44636187046873
"4",3.02394378251332
"5",1.826801576572
"6",0.507997047874059
"7",3.57252417768968
"8",1.63618733649032
"9",2.70876780202849
"10",2.72304131537555
"11",1.24711827855722
"12",3.70372029183432
"13",1.41400141470841
"14",1.46584753639713
"15",1.40826773029221
"16",2.83743969101375
"17",1.78805369013966
"18",1.72927551306234
"19",2.2182223514345
"20",0.524428259856183
"21",2.64304748409777
"22",2.53926832055548
"23",2.78884273492636
"24",1.97268573261691
"25",0.895656184077868
"26",1.48101168131534
"27",0.245845886944295
"28",0.430800418074842
"29",2.14146305126494
"30",0.359827736191256
"31",2.5522570402231
