"","x"
"1",1.037
"2",2.785
"3",11.913
"4",0.631
"5",0.912
"6",9.442
"7",14.819
"8",2.959
"9",3.217
"10",6.873
"11",11.735
"12",11.732
"13",11.253
"14",4.849
"15",7.683
"16",9.758
"17",1.018
"18",0.476
"19",0.316
"20",7.524
"21",4.636
"22",4.887
"23",1.621
"24",13.958
"25",1.618
"26",0.464
"27",0.359
"28",0.615
"29",1.18
"30",8.529
"31",6.793
"32",8.609
"33",9.655
"34",12.149
"35",8.566
"36",8.517
"37",3.81
"38",9.321
"39",12.549
"40",11.91
"41",10.209
"42",1.363
"43",4.669
"44",0.356
"45",6.897
"46",3.91
"47",13.917
