"","x"
"1",1.037
"2",0.822
"3",1.184
"4",1.115
"5",2.785
"6",11.913
"7",0.631
"8",0.912
"9",0.893
"10",9.442
"11",2.959
"12",0.43
"13",3.217
"14",6.873
"15",11.253
"16",0.783
"17",0.394
"18",4.849
"19",7.683
"20",9.758
"21",1.018
"22",0.818
"23",0.476
"24",0.316
"25",7.524
"26",4.636
"27",4.887
"28",0.838
"29",1.621
"30",1.618
"31",0.464
"32",0.359
"33",0.344
"34",0.615
"35",1.18
"36",8.529
"37",6.793
"38",8.609
"39",9.655
"40",8.566
"41",8.517
"42",3.81
"43",9.321
"44",12.549
"45",11.91
"46",1.363
"47",4.669
"48",0.356
"49",6.897
"50",3.91
