"","weight"
"1",4.36558140457288
"2",0.581739632475585
"3",1.59234920790481
"4",1.66506126002103
"5",3.91074481390606
"6",2.63033857139096
"7",1.30762724027898
"8",0.665206735090515
"9",1.35225737193409
"10",2.11752681206524
"11",4.07984999726686
"12",1.34255577161398
"13",1.3262808901275
"14",0.742310581948448
"15",0.373792723627336
"16",0.941839158168653
"17",1.42898425451806
"18",0.733144596863806
"19",1.82855708128896
"20",2.85138580310331
"21",2.82405311551606
"22",2.84354989405671
"23",1.46482934171753
"24",1.68536672603447
"25",1.83309165069589
"26",3.39619331019925
"27",1.84632066551236
"28",5.29045404505054
"29",4.95631919903766
"30",5.76790611932418
"31",1.68226068181914
"32",3.05200655313014
"33",4.88652882957115
"34",3.85226439907322
"35",0.632503755001494
