"","x"
"1",13.36
"2",14.11
"3",10.074
"4",14.909
"5",16.286
"6",16.391
"7",15.095
"8",15.489
"9",16.718
"10",14.353
"11",16.13
"12",12.317
"13",13.518
"14",16.498
"15",16.267
"16",15.397
"17",15.792
"18",16.289
"19",16.641
"20",13.368
"21",13.909
"22",11.746
"23",16.806
"24",15.989
"25",11.655
"26",14.561
"27",16.232
"28",14.503
"29",13.419
"30",15.549
"31",15.994
"32",14.336
"33",15.824
"34",13.999
"35",11.999
"36",14.449
"37",14.858
"38",14.29
"39",12.196
"40",15.574
"41",13.587
"42",14.163
"43",15.671
"44",13.962
"45",15.103
"46",15.033
