"","V1","V2"
"1",1,10
"2",2,10
"3",2,11
"4",3,11
"5",4,12
"6",5,12
"7",5,13
"8",6,14
"9",7,14
"10",13,16
"11",2,17
"12",8,18
"13",9,18
"14",15,19
"15",13,20
"16",16,20
"17",17,20
"18",17,21
"19",18,21
"20",18,22
"21",20,23
"22",21,25
"23",19,27
"24",20,28
"25",27,28
"26",6,29
"27",29,30
"28",26,32
"29",27,32
"30",25,33
"31",23,34
"32",24,34
"33",24,35
"34",25,35
"35",23,36
"36",28,36
"37",32,37
"38",14,38
"39",28,38
"40",29,38
"41",31,40
"42",38,40
"43",39,40
"44",36,41
"45",36,42
"46",29,43
"47",40,44
"48",28,46
"49",41,47
"50",42,47
"51",42,48
"52",45,49
"53",46,49
"54",41,50
"55",43,50
"56",46,50
"57",42,51
"58",50,52
"59",49,53
