"","x"
"1",13.419
"2",15.023
"3",10.966
"4",11.358
"5",13.562
"6",15.086
"7",11.352
"8",15.109
"9",13.968
"10",14.876
"11",14.884
"12",10.224
"13",15.308
"14",14.667
"15",14.809
"16",13.36
"17",14.729
"18",14.58
"19",14.759
"20",14.11
"21",10.074
"22",9.853
"23",8.74
"24",14.798
"25",14.989
"26",14.909
"27",14.976
"28",12.128
"29",12.73
"30",11.34
"31",15.487
"32",12.833
"33",16.047
"34",15.095
"35",14.353
"36",15.547
"37",12.317
"38",11.608
"39",12.724
"40",13.518
"41",15.328
"42",15.397
"43",15.792
"44",13.368
"45",13.909
"46",11.746
"47",15.17
"48",11.655
"49",14.561
"50",13.419
"51",12.224
"52",15.994
"53",14.336
"54",11.999
"55",11.951
"56",13.812
"57",13.462
"58",14.858
"59",14.29
"60",12.196
"61",13.587
"62",14.163
"63",13.962
