"","x"
"1",15.719
"2",13.501
"3",14.151
"4",14.31
"5",9.95
"6",10.966
"7",11.358
"8",6.149
"9",13.562
"10",11.789
"11",7.176
"12",15.086
"13",11.352
"14",7.949
"15",10.761
"16",6.802
"17",13.968
"18",14.876
"19",14.884
"20",10.224
"21",15.308
"22",14.667
"23",13.36
"24",8.852
"25",16.051
"26",14.729
"27",14.759
"28",14.11
"29",10.074
"30",9.853
"31",11.857
"32",8.74
"33",14.798
"34",14.909
"35",12.128
"36",13.841
"37",15.724
"38",12.73
"39",11.34
"40",15.487
"41",9.172
"42",12.833
"43",16.047
"44",15.095
"45",15.489
"46",14.353
"47",15.547
"48",12.317
"49",11.608
"50",12.724
"51",13.518
"52",15.328
"53",16.353
"54",15.397
"55",13.368
"56",13.909
"57",11.746
"58",14.988
"59",11.655
"60",14.561
"61",13.419
"62",13.466
"63",12.224
"64",12.801
"65",14.336
"66",13.999
"67",11.999
"68",11.951
"69",12.194
"70",13.812
"71",13.462
"72",14.858
"73",12.196
"74",14.163
"75",15.033
