"","x"
"1",9.95
"2",10.966
"3",11.358
"4",11.738
"5",6.149
"6",13.562
"7",7.176
"8",11.352
"9",7.949
"10",1.704
"11",2.097
"12",1.799
"13",6.802
"14",0.522
"15",14.884
"16",10.224
"17",14.667
"18",13.36
"19",8.852
"20",14.759
"21",14.11
"22",10.074
"23",9.853
"24",8.74
"25",14.909
"26",12.128
"27",12.73
"28",11.34
"29",15.487
"30",9.172
"31",16.047
"32",15.095
"33",14.353
"34",12.317
"35",11.608
"36",12.724
"37",13.518
"38",15.328
"39",13.909
"40",11.746
"41",13.419
"42",12.224
"43",14.336
"44",11.999
"45",11.951
"46",13.812
"47",13.462
"48",12.196
