"","V1","V2"
"1",3,5
"2",1,6
"3",5,8
"4",1,9
"5",6,9
"6",7,9
"7",9,10
"8",8,12
"9",9,13
"10",12,13
"11",4,15
"12",11,16
"13",15,16
"14",11,17
"15",12,17
"16",10,18
"17",13,18
"18",17,19
"19",2,20
"20",13,20
"21",14,20
"22",16,21
"23",11,22
"24",19,22
"25",15,23
"26",21,24
"27",20,25
"28",24,25
"29",19,26
"30",26,27
"31",27,28
"32",18,29
"33",18,30
"34",27,31
"35",13,32
"36",27,33
"37",32,34
"38",29,35
"39",32,35
"40",31,36
"41",26,37
"42",36,37
"43",26,38
"44",30,38
"45",33,38
"46",37,39
"47",38,39
"48",37,40
"49",38,41
"50",39,41
