"","V1","V2"
"1",1,4
"2",2,3
"3",2,5
"4",3,6
"5",4,7
"6",4,9
"7",4,21
"8",5,8
"9",6,7
"10",6,15
"11",6,16
"12",7,16
"13",7,18
"14",7,22
"15",8,14
"16",8,16
"17",9,12
"18",10,13
"19",10,19
"20",11,26
"21",12,13
"22",12,19
"23",13,17
"24",13,22
"25",14,16
"26",14,17
"27",15,18
"28",16,28
"29",17,26
"30",17,31
"31",18,20
"32",19,26
"33",20,21
"34",20,25
"35",20,27
"36",21,22
"37",21,24
"38",21,25
"39",22,30
"40",22,34
"41",23,30
"42",24,29
"43",26,31
"44",28,31
"45",28,34
"46",29,30
"47",30,33
"48",31,34
"49",31,36
"50",31,39
"51",32,36
"52",32,40
"53",33,38
"54",34,35
"55",34,36
"56",35,38
"57",36,38
"58",36,40
"59",37,39
"60",38,40
