"","V1","V2"
"1",1,3
"2",1,11
"3",2,3
"4",2,7
"5",3,7
"6",3,9
"7",3,12
"8",4,6
"9",5,6
"10",6,8
"11",6,12
"12",7,24
"13",8,17
"14",8,30
"15",9,10
"16",10,11
"17",10,16
"18",11,12
"19",11,15
"20",11,16
"21",12,26
"22",12,41
"23",13,18
"24",13,31
"25",14,18
"26",14,19
"27",14,26
"28",15,20
"29",15,25
"30",16,20
"31",16,22
"32",17,30
"33",19,25
"34",19,29
"35",20,23
"36",20,28
"37",21,22
"38",22,27
"39",22,35
"40",23,27
"41",24,30
"42",24,41
"43",25,26
"44",25,28
"45",26,38
"46",27,34
"47",28,34
"48",29,32
"49",30,41
"50",30,44
"51",30,47
"52",31,33
"53",31,36
"54",32,34
"55",32,43
"56",33,36
"57",33,37
"58",34,38
"59",34,39
"60",35,40
"61",36,48
"62",37,43
"63",37,44
"64",37,50
"65",38,43
"66",38,46
"67",39,40
"68",41,42
"69",41,44
"70",42,46
"71",43,48
"72",44,46
"73",44,50
"74",45,48
"75",46,50
"76",48,49
"77",48,51
"78",49,51
"79",49,52
"80",50,52
