"","weight"
"1",1.90564319850452
"2",4.83090509117742
"3",0.681982404633071
"4",2.86638465667221
"5",0.976618656669757
"6",5.34867357380715
"7",1.68277776309672
"8",1.49981465519913
"9",6.25817097881731
"10",1.32971275107093
"11",1.08875203772853
"12",3.59435446224892
"13",2.69058376528632
"14",1.20105620182836
"15",1.62458486990839
"16",1.69616066455235
"17",5.01120584300811
"18",1.90629378646014
"19",1.8560466050138
"20",1.82187842617461
"21",2.18538074501107
"22",1.94879449930785
"23",1.32416350954514
"24",1.9218191902836
"25",1.37633898442595
"26",2.4608699682982
"27",1.12008928252009
"28",1.86616290808617
"29",6.44771277277319
"30",1.55874436640962
"31",3.12254399472618
"32",2.76891603343629
"33",1.63981736781487
"34",1.22913140006879
"35",4.86626160436179
"36",1.32945139061053
"37",2.31577222542429
"38",0.318026728465455
