"","x"
"1",22.341
"2",20.537
"3",15.179
"4",20.856
"5",23.22
"6",13.732
"7",18.028
"8",20.821
"9",22.169
"10",22.164
"11",22.205
"12",25.573
"13",21.655
"14",22.113
"15",15.61
"16",21.049
"17",23.889
"18",21.694
"19",25.687
"20",21.319
"21",25.899
"22",16.679
"23",18.281
"24",22.253
"25",22.645
"26",23.737
"27",22.356
"28",19.16
"29",22.739
"30",22.742
"31",18.42
"32",17.122
"33",22.347
"34",24.208
"35",22.835
"36",14.228
"37",13.835
"38",21.339
"39",21.58
"40",20.486
"41",23.336
"42",18.695
"43",18.64
"44",17.266
"45",17.381
"46",17.645
"47",21.556
