"","V1","V2"
"1",1,4
"2",2,4
"3",3,5
"4",3,7
"5",4,7
"6",5,9
"7",8,9
"8",7,10
"9",7,12
"10",9,12
"11",10,12
"12",11,13
"13",10,14
"14",12,15
"15",14,15
"16",11,16
"17",13,16
"18",6,17
"19",14,18
"20",17,20
"21",15,21
"22",16,21
"23",17,22
"24",18,22
"25",16,23
"26",21,23
"27",10,24
"28",15,24
"29",18,24
"30",21,25
"31",23,25
"32",23,26
"33",19,27
"34",27,28
"35",22,29
"36",18,30
"37",21,30
"38",24,30
"39",21,31
"40",29,32
"41",20,33
"42",28,33
"43",30,34
"44",30,35
"45",32,35
"46",24,36
"47",28,36
"48",36,37
"49",30,39
"50",34,39
"51",21,40
"52",35,40
"53",34,41
"54",38,41
"55",31,42
"56",41,42
"57",19,43
"58",27,43
"59",29,44
"60",33,44
"61",40,45
"62",38,46
"63",34,47
"64",46,48
"65",33,49
"66",44,49
"67",36,50
"68",49,50
"69",37,51
"70",50,51
"71",37,52
"72",48,52
"73",51,52
"74",39,53
"75",44,53
"76",46,53
"77",47,53
"78",47,54
