"","x"
"1",20.298
"2",20.125
"3",22.341
"4",20.537
"5",22.58
"6",22.309
"7",20.856
"8",23.476
"9",23.22
"10",25.62
"11",23.491
"12",20.821
"13",25.807
"14",22.169
"15",26.234
"16",22.164
"17",22.205
"18",25.108
"19",27.09
"20",25.573
"21",21.655
"22",22.113
"23",23.889
"24",21.694
"25",25.687
"26",21.319
"27",26.244
"28",25.899
"29",25.167
"30",16.679
"31",18.281
"32",22.253
"33",22.645
"34",23.737
"35",22.356
"36",19.16
"37",24.404
"38",22.739
"39",22.742
"40",18.42
"41",17.122
"42",22.347
"43",24.208
"44",22.835
"45",22.838
"46",23.937
"47",23.381
"48",24.01
"49",24.071
"50",23.336
"51",18.64
"52",17.266
"53",17.381
"54",17.645
"55",21.556
