"","x"
"1",7.525
"2",5.057
"3",8.495
"4",7.355
"5",4.407
"6",8.869
"7",4.766
"8",6.659
"9",5.688
"10",4.764
"11",4.102
"12",8.105
"13",5.462
"14",4.224
"15",4.094
"16",4.093
"17",0
"18",0.095
"19",6.633
"20",0.305
"21",0.345
"22",4.055
"23",0.154
"24",6.738
"25",0.315
"26",8.38
"27",0.423
"28",0.326
"29",8.318
"30",8.383
"31",9.454
"32",0
"33",0.168
"34",8.386
"35",-0.017
"36",9.477
"37",0.163
"38",0.112
"39",4.9
"40",11.54
"41",0.569
"42",0.002
"43",0.228
"44",0.009
"45",0.22
"46",6.035
"47",0.256
"48",1.788
"49",0.572
"50",1.054
"51",6.318
"52",1.637
"53",1.85
"54",0
"55",6.923
"56",6.365
"57",7.977
"58",7.332
"59",0
"60",0
"61",-0.104
"62",0.272
