"","x"
"1",12.694
"2",13.071
"3",13.825
"4",10.888
"5",14.549
"6",13.92
"7",13.247
"8",10.662
"9",10.022
"10",12.25
"11",1.747
"12",12.68
"13",14.538
"14",14.267
"15",11.716
"16",11.251
"17",9.984
"18",12.626
"19",12.464
"20",9.018
"21",8.891
"22",11.626
"23",11.653
"24",12.401
"25",13.597
"26",13.151
"27",12.505
"28",10.21
"29",10.274
"30",13.662
"31",9.921
"32",12.571
"33",10.844
"34",13.494
"35",11.742
"36",12.939
"37",13.412
"38",10.433
"39",12.534
"40",8.367
"41",11.841
"42",1.5
"43",11.966
"44",10.373
"45",3.01
"46",10.787
