"","x"
"1",9.916
"2",9.393
"3",0.808
"4",6.123
"5",6.604
"6",11.029
"7",6.606
"8",6.518
"9",5.939
"10",6.195
"11",7.72
"12",6.18
"13",9.327
"14",6.476
"15",6.833
"16",6.104
"17",2.654
"18",0.422
"19",0.427
"20",8.239
"21",5.233
"22",5.174
"23",9.592
"24",7.295
"25",8.929
"26",0.101
"27",0.101
"28",5.761
"29",8.533
"30",8.32
"31",5.401
"32",2.715
"33",0.559
"34",2.844
"35",7.915
"36",7.837
"37",5.072
"38",0.121
"39",7.815
"40",6.945
"41",6.499
"42",7.325
"43",7.573
"44",6.42
"45",7.671
"46",6.417
"47",5.314
"48",7.777
"49",6.897
"50",5.599
"51",6.988
"52",6.027
