"","x"
"1",0.808
"2",0.14
"3",-0.104
"4",0
"5",6.518
"6",5.939
"7",6.195
"8",6.18
"9",9.327
"10",-0.126
"11",6.476
"12",6.833
"13",2.654
"14",0.422
"15",0.428
"16",0.427
"17",5.233
"18",5.174
"19",9.592
"20",7.295
"21",0.101
"22",0.101
"23",5.761
"24",8.533
"25",8.32
"26",5.401
"27",2.715
"28",0.559
"29",0.344
"30",0.123
"31",2.844
"32",7.837
"33",5.072
"34",0.121
"35",7.815
"36",6.945
"37",6.499
"38",7.325
"39",6.064
"40",7.573
"41",6.42
"42",7.671
"43",6.417
"44",5.314
"45",7.777
"46",6.897
"47",5.599
"48",6.988
"49",6.027
"50",4.465
"51",8.358
