"","V1","V2"
"1",1,2
"2",1,4
"3",3,4
"4",2,6
"5",4,6
"6",5,6
"7",4,8
"8",7,8
"9",5,9
"10",4,10
"11",8,10
"12",6,11
"13",9,11
"14",10,12
"15",11,16
"16",6,18
"17",11,18
"18",16,19
"19",12,20
"20",13,21
"21",15,21
"22",14,22
"23",11,23
"24",19,23
"25",22,24
"26",17,25
"27",18,25
"28",25,26
"29",10,27
"30",17,27
"31",14,28
"32",20,28
"33",22,28
"34",27,28
"35",26,29
"36",21,30
"37",27,30
"38",20,31
"39",28,32
"40",31,32
"41",28,33
"42",30,34
"43",23,35
"44",25,35
"45",34,35
"46",29,36
"47",29,37
"48",32,38
"49",33,38
"50",33,39
"51",34,40
"52",35,41
"53",35,42
"54",36,42
"55",40,42
