"","x"
"1",10.969
"2",8.427
"3",0.41
"4",12.121
"5",0.301
"6",0.998
"7",10.147
"8",8.245
"9",12.449
"10",1.119
"11",0.321
"12",0.526
"13",11.832
"14",8.308
"15",8.2
"16",0.515
"17",2.617
"18",10.861
"19",10.59
"20",8.692
"21",0.653
"22",12.217
"23",10.427
"24",9.839
"25",8.846
"26",10.411
"27",1.413
"28",8.499
"29",0.428
"30",11.476
"31",13.832
"32",8.751
"33",10.978
"34",8.436
"35",0.981
"36",11.457
"37",8.87
"38",9.391
"39",0.396
"40",0.315
"41",0.427
"42",1.029
"43",11.592
"44",11.755
"45",11.161
"46",8.799
"47",8.137
"48",8.122
"49",0.95
"50",0.606
"51",0.72
"52",9.697
