"","x"
"1",10.969
"2",8.427
"3",0.41
"4",0.301
"5",0.683
"6",11.65
"7",11.383
"8",10.147
"9",8.245
"10",1.119
"11",0.321
"12",11.832
"13",8.308
"14",8.2
"15",0.515
"16",2.617
"17",10.861
"18",10.59
"19",8.692
"20",0.653
"21",10.427
"22",9.839
"23",8.846
"24",11.971
"25",10.411
"26",1.413
"27",8.499
"28",0.428
"29",11.476
"30",0.423
"31",8.751
"32",10.978
"33",8.436
"34",0.981
"35",11.129
"36",11.457
"37",8.87
"38",9.391
"39",0.315
"40",0.427
"41",1.029
"42",8.256
"43",11.161
"44",8.799
"45",8.122
"46",0.95
"47",6.719
"48",9.656
