"","x"
"1",8.245
"2",10.861
"3",10.59
"4",8.692
"5",9.839
"6",8.846
"7",10.411
"8",8.499
"9",13.761
"10",8.751
"11",10.978
"12",12.539
"13",8.436
"14",12.206
"15",11.129
"16",6.532
"17",11.696
"18",11.457
"19",8.87
"20",9.391
"21",11.754
"22",11.592
"23",8.256
"24",11.031
"25",11.755
"26",5.922
"27",11.161
"28",1.946
"29",8.799
"30",8.137
"31",8.122
"32",6.719
"33",9.656
"34",8.224
"35",7.161
"36",5.894
"37",9.609
"38",9.697
"39",8.026
"40",6.901
"41",10.011
"42",5.463
"43",9.413
"44",10.133
"45",9.389
"46",9.806
