"","V1","V2"
"1",1,5
"2",1,6
"3",2,8
"4",3,8
"5",3,9
"6",3,10
"7",9,10
"8",6,13
"9",11,13
"10",6,15
"11",5,17
"12",16,17
"13",6,18
"14",17,18
"15",7,19
"16",8,20
"17",10,20
"18",19,21
"19",20,21
"20",10,22
"21",11,22
"22",13,23
"23",18,23
"24",22,23
"25",16,25
"26",17,25
"27",24,25
"28",13,26
"29",14,26
"30",18,27
"31",24,27
"32",4,28
"33",12,28
"34",21,29
"35",20,30
"36",22,30
"37",19,31
"38",28,31
"39",29,31
"40",18,32
"41",27,32
"42",23,33
"43",30,33
"44",28,34
"45",32,35
"46",26,36
"47",34,37
"48",31,38
"49",33,38
"50",23,40
"51",33,40
"52",26,41
"53",38,42
"54",37,43
"55",37,44
"56",38,44
"57",33,45
"58",42,45
"59",39,46
"60",40,46
"61",46,47
"62",32,48
"63",39,48
"64",47,49
"65",43,50
"66",48,50
"67",50,51
"68",45,52
"69",46,52
"70",51,52
"71",49,53
"72",51,54
"73",52,55
"74",52,56
"75",53,56
"76",54,56
