"","x"
"1",8.53
"2",12.189
"3",19.897
"4",20.368
"5",14.148
"6",17.678
"7",21.894
"8",9.153
"9",14.169
"10",17.728
"11",21.782
"12",17.419
"13",22.123
"14",21.76
"15",22.239
"16",17.687
"17",13.094
"18",19.503
"19",16.991
"20",19.878
"21",10.978
"22",22.319
"23",16.765
"24",17.442
"25",19.881
"26",13.621
"27",18.883
"28",22.079
"29",17.805
"30",23.09
"31",18.97
"32",23.281
"33",19.264
"34",14.902
"35",23.585
"36",13.718
"37",15.935
"38",12.775
"39",15.413
"40",12.058
"41",16.18
"42",20.507
"43",16.877
"44",19.149
