"","x"
"1",20.428
"2",22.903
"3",20.773
"4",15.728
"5",21.671
"6",19.102
"7",23.533
"8",14.76
"9",21.336
"10",14.579
"11",15.686
"12",15.107
"13",21.579
"14",18.724
"15",13.465
"16",21.835
"17",23.497
"18",23.771
"19",18.241
"20",22.413
"21",19.187
"22",20.207
"23",20.493
"24",22.396
"25",20.378
"26",11.947
"27",14.351
"28",18.114
"29",21.594
"30",19.113
"31",20.651
"32",20.432
"33",17.7
"34",15.229
"35",20.274
"36",17.242
"37",20.5
"38",20.448
"39",13.626
"40",17.588
"41",15.819
"42",14.546
"43",20.041
"44",19.53
"45",19.937
"46",21.752
"47",14.482
"48",16.788
"49",20.177
"50",17.246
