"","V1","V2"
"1",1,3
"2",1,5
"3",2,5
"4",1,6
"5",4,6
"6",5,7
"7",6,8
"8",3,9
"9",8,10
"10",9,11
"11",10,11
"12",5,12
"13",8,12
"14",10,12
"15",11,12
"16",13,14
"17",7,15
"18",12,16
"19",11,18
"20",15,19
"21",16,19
"22",17,19
"23",10,20
"24",14,21
"25",14,23
"26",21,23
"27",19,24
"28",16,25
"29",18,25
"30",15,26
"31",24,26
"32",16,27
"33",20,27
"34",25,27
"35",18,28
"36",23,29
"37",20,30
"38",21,30
"39",23,30
"40",21,31
"41",22,31
"42",31,32
"43",29,33
"44",25,35
"45",27,35
"46",26,37
"47",34,37
"48",35,37
"49",35,38
"50",36,38
