"","x"
"1",8.569
"2",8.845
"3",6.874
"4",9.743
"5",8.925
"6",9.209
"7",8.118
"8",-0.299
"9",-0.269
"10",0.274
"11",0.506
"12",0.613
"13",9.848
"14",7.709
"15",9.522
"16",9.235
"17",8.917
"18",7.615
"19",6.303
"20",0.192
"21",0.247
"22",0.451
"23",0.817
"24",0.428
"25",0.119
"26",0
"27",7.963
"28",6.315
"29",4.942
"30",0.537
"31",0.233
"32",8.052
"33",6.392
"34",5.064
"35",6.001
"36",5.055
"37",7.889
"38",6.776
"39",5.964
"40",5.831
"41",7.554
"42",6.836
"43",7.113
"44",7.073
"45",6.519
"46",7.627
"47",6.723
"48",7.085
"49",4.169
"50",7.254
"51",7.257
"52",7.729
"53",6.294
"54",7.454
"55",4.45
"56",6.922
"57",0.302
"58",6.66
"59",5.655
"60",7.151
