"","x"
"1",8.252
"2",14.264
"3",14.488
"4",15.049
"5",9.058
"6",14.792
"7",14.174
"8",15.431
"9",10.794
"10",13.774
"11",14.057
"12",14.634
"13",15.968
"14",15.4
"15",15.073
"16",5.715
"17",14.731
"18",15.635
"19",16.015
"20",8.589
"21",15.973
"22",15.474
"23",10.422
"24",15.706
"25",16.772
"26",1.533
"27",6.066
"28",13.682
"29",15.925
"30",15.678
"31",6.082
"32",7.66
"33",11.48
"34",14.021
"35",14.974
"36",12.098
"37",12.09
"38",14.572
"39",15.225
"40",13.453
"41",15.002
"42",9.783
"43",4.898
"44",6.681
"45",6.27
