"","x"
"1",8.252
"2",3.809
"3",2.655
"4",7.455
"5",5.823
"6",3.178
"7",14.264
"8",14.488
"9",9.058
"10",14.174
"11",10.794
"12",5.045
"13",14.057
"14",14.634
"15",15.4
"16",15.073
"17",3.064
"18",5.715
"19",14.731
"20",14.12
"21",10.502
"22",8.589
"23",2.773
"24",15.973
"25",10.422
"26",1.4
"27",1.533
"28",6.066
"29",13.682
"30",12.359
"31",6.082
"32",7.66
"33",11.48
"34",14.021
"35",14.974
"36",12.098
"37",12.09
"38",14.572
"39",13.453
"40",9.783
"41",4.898
"42",1.348
"43",6.681
"44",1.162
"45",1.889
"46",2.977
"47",14.115
"48",1.203
"49",6.27
