"","x"
"1",8.252
"2",15.243
"3",14.053
"4",7.455
"5",5.823
"6",14.264
"7",14.488
"8",15.415
"9",14.166
"10",9.058
"11",14.174
"12",15.361
"13",15.431
"14",10.794
"15",13.774
"16",5.045
"17",14.057
"18",14.634
"19",15.4
"20",15.073
"21",5.715
"22",14.731
"23",15.635
"24",15.493
"25",14.12
"26",15.365
"27",10.502
"28",8.589
"29",2.773
"30",15.973
"31",10.422
"32",16.772
"33",1.4
"34",1.533
"35",6.066
"36",13.682
"37",15.925
"38",15.678
"39",12.359
"40",6.082
"41",7.66
"42",11.48
"43",14.021
"44",14.974
"45",12.098
"46",12.09
"47",14.572
"48",15.225
"49",13.453
"50",9.783
"51",4.898
"52",1.348
"53",6.681
"54",1.162
"55",2.977
"56",14.115
"57",6.27
