"","V1","V2"
"1",3,4
"2",1,7
"3",2,7
"4",6,7
"5",2,8
"6",8,9
"7",4,10
"8",5,12
"9",3,13
"10",5,13
"11",3,14
"12",9,14
"13",10,14
"14",1,15
"15",2,15
"16",7,15
"17",8,15
"18",13,16
"19",1,17
"20",11,17
"21",12,18
"22",16,18
"23",17,19
"24",17,20
"25",12,21
"26",18,22
"27",15,23
"28",20,23
"29",18,24
"30",13,25
"31",16,25
"32",22,25
"33",7,26
"34",23,26
"35",20,27
"36",20,28
"37",21,28
"38",27,28
"39",21,29
"40",22,29
"41",24,30
"42",9,31
"43",23,31
"44",25,31
"45",16,32
"46",24,32
"47",25,32
"48",26,33
"49",31,34
"50",28,35
"51",25,36
"52",32,36
"53",35,37
"54",27,38
"55",29,39
"56",36,39
"57",34,40
"58",40,41
"59",37,42
"60",40,42
"61",42,43
"62",36,45
"63",39,45
"64",44,45
"65",33,46
"66",42,46
"67",45,47
"68",41,48
"69",47,48
"70",42,49
"71",43,49
