"","weight"
"1",1.79334882278672
"2",2.27435287499071
"3",1.1837651794639
"4",1.55232599669805
"5",1.22424711547944
"6",1.04625235967083
"7",2.08722519139131
"8",2.06979322641532
"9",1.70433242061249
"10",1.19673890179983
"11",1.88438743343262
"12",1.82730101539029
"13",2.25564270206572
"14",1.40170645998998
"15",1.81251896551783
"16",2.80398723288069
"17",2.20307875487564
"18",1.68318180817005
"19",1.39084003406569
"20",1.60534762568468
"21",2.01237233146454
"22",1.92829562026373
"23",2.79715391059565
"24",2.11236810242543
"25",3.69868098092837
"26",2.1632959575447
"27",2.62817427124147
"28",2.05567507160292
"29",0.568694646579048
"30",2.14744615771753
"31",2.21052572897066
"32",1.76822962256764
"33",1.91030390254352
"34",2.34241670069461
"35",1.72298694144417
"36",1.2299609753511
"37",3.29319255424549
"38",3.05037768166326
"39",3.29474490645939
"40",3.37801480153232
"41",3.75848586529232
"42",0.840478435247585
"43",4.08695106447023
"44",0.677093789718144
"45",0.851584405532269
