"","x"
"1",3.426
"2",3.702
"3",3.142
"4",2.161
"5",2.66
"6",2.168
"7",4.99
"8",1.827
"9",3.404
"10",11.058
"11",9.981
"12",2.221
"13",2.815
"14",4.996
"15",6.873
"16",7.966
"17",6.194
"18",7.293
"19",2.095
"20",7.41
"21",4.848
"22",8.152
"23",7.603
"24",0.323
"25",6.626
"26",6.994
"27",6.526
"28",7.939
"29",3.946
"30",9.312
"31",7.62
"32",8.706
"33",5.655
"34",3.584
"35",7.053
"36",8.753
"37",8.371
"38",8.862
"39",6.935
"40",8.488
"41",6.416
"42",8.282
"43",1.357
"44",3.264
"45",3.287
"46",1.803
"47",3.456
