"","x"
"1",3.766
"2",0
"3",0.098
"4",0.727
"5",0.447
"6",0.002
"7",0.572
"8",0.531
"9",0.542
"10",0.588
"11",0
"12",4.591
"13",5.203
"14",6.014
"15",6.272
"16",5.663
"17",5.923
"18",6.136
"19",5.947
"20",0.243
"21",5.626
"22",0
"23",4.849
"24",6.329
"25",6.251
"26",5.594
"27",5.807
"28",6.248
"29",6.34
"30",5.942
"31",5.752
"32",6.273
"33",6.097
"34",6.502
"35",6.306
"36",7
"37",5.481
"38",4.725
"39",0
"40",0
"41",0
"42",5.185
"43",4.923
"44",6.018
"45",5.713
"46",4.57
"47",0
"48",0
"49",0
"50",0
"51",0
