"","V1","V2"
"1",1,7
"2",2,7
"3",6,7
"4",3,8
"5",4,8
"6",6,8
"7",4,9
"8",2,10
"9",3,10
"10",4,11
"11",8,11
"12",9,11
"13",11,12
"14",9,13
"15",8,14
"16",7,15
"17",10,15
"18",14,15
"19",7,17
"20",9,18
"21",11,18
"22",13,19
"23",15,20
"24",8,21
"25",11,21
"26",14,21
"27",19,21
"28",13,22
"29",18,22
"30",19,22
"31",7,23
"32",19,24
"33",5,25
"34",16,25
"35",17,25
"36",23,25
"37",23,27
"38",21,28
"39",26,29
"40",28,29
"41",26,30
"42",20,31
"43",27,31
"44",28,31
"45",22,33
"46",18,34
"47",22,34
"48",32,34
"49",33,34
"50",21,35
"51",28,35
"52",25,36
"53",24,37
"54",30,37
"55",24,38
"56",29,38
"57",33,38
"58",35,38
"59",37,38
"60",32,39
"61",34,39
"62",35,39
"63",23,40
"64",36,40
"65",40,41
