"","x"
"1",14.224
"2",15.75
"3",13.232
"4",17.604
"5",14.503
"6",16.38
"7",17.986
"8",17.281
"9",12.584
"10",18.269
"11",20.198
"12",14.547
"13",14.859
"14",16.871
"15",14.412
"16",15.845
"17",15.202
"18",14.783
"19",14.622
"20",15.615
"21",14.035
"22",15.562
"23",18.733
"24",15.811
"25",19.268
"26",13.288
"27",13.414
"28",17.802
"29",20.943
"30",15.744
"31",12.681
"32",15.544
"33",15.173
"34",18.084
"35",14.189
"36",18.076
"37",15.311
"38",14.817
"39",18.965
"40",18.838
"41",14.819
"42",18.167
"43",13.437
"44",13.319
