"","V1","V2"
"1",1,5
"2",3,5
"3",2,6
"4",4,8
"5",6,8
"6",7,8
"7",2,9
"8",5,9
"9",7,11
"10",10,12
"11",8,13
"12",5,14
"13",5,15
"14",6,15
"15",3,17
"16",14,17
"17",15,17
"18",13,18
"19",15,18
"20",7,19
"21",11,19
"22",13,19
"23",16,19
"24",17,20
"25",18,21
"26",20,22
"27",21,22
"28",21,23
"29",12,24
"30",13,25
"31",22,25
"32",20,26
"33",22,26
"34",23,27
"35",25,27
"36",24,28
"37",26,28
"38",14,29
"39",28,29
"40",14,30
"41",29,30
"42",19,31
"43",25,31
"44",27,32
"45",21,33
"46",24,33
"47",26,33
"48",28,34
"49",29,34
"50",22,35
"51",31,36
"52",32,36
"53",32,37
"54",33,37
"55",35,38
"56",36,38
"57",24,39
"58",37,39
"59",37,40
"60",34,41
"61",39,41
"62",12,42
"63",35,44
"64",43,44
"65",20,45
"66",26,45
"67",30,45
"68",44,45
"69",38,46
"70",40,46
"71",45,46
"72",39,47
