"","x"
"1",15.362
"2",17.967
"3",18.348
"4",22.492
"5",19.076
"6",22.489
"7",14.671
"8",22.567
"9",22.072
"10",17.744
"11",20.467
"12",18.018
"13",12.28
"14",20.538
"15",18.627
"16",21.253
"17",20.158
"18",21.55
"19",20.565
"20",21.986
"21",19.812
"22",21.723
"23",19.344
"24",18.081
"25",17.124
"26",14.97
"27",22.698
"28",21.759
"29",20.689
"30",19.466
"31",20.389
"32",21.024
"33",20.708
"34",20.881
"35",21.932
"36",21.415
"37",19.55
"38",23.971
"39",16.697
"40",10.14
"41",17.92
"42",18.242
"43",16.424
"44",20.471
"45",23.06
"46",22.758
"47",16.374
