"","x"
"1",12.73
"2",13.992
"3",12.22
"4",7.344
"5",15.298
"6",13.95
"7",12.324
"8",13.75
"9",14.211
"10",13.345
"11",14.561
"12",8.612
"13",7.252
"14",13.669
"15",13.934
"16",13.448
"17",11.766
"18",9.394
"19",7.523
"20",14.161
"21",14.336
"22",13.113
"23",13.989
"24",11.844
"25",11.677
"26",14.227
"27",11.404
"28",11.773
"29",12.945
"30",14.317
"31",12.127
"32",11.582
"33",11.851
"34",11.873
"35",11.362
"36",12.222
"37",12.918
"38",10.149
"39",11.061
"40",11.075
"41",10.762
"42",10.516
"43",10.988
"44",13.212
"45",6.739
"46",11.425
"47",6.462
