"","x"
"1",2.733
"2",6.4
"3",2.459
"4",0.831
"5",7.298
"6",2.069
"7",7.755
"8",6.696
"9",2.705
"10",6.587
"11",5.483
"12",0.381
"13",0.264
"14",5.247
"15",0.475
"16",6.945
"17",0.495
"18",5.766
"19",2.861
"20",0.38
"21",0.483
"22",7.157
"23",0.492
"24",0.957
"25",6.071
"26",0.726
"27",0.634
"28",0.582
"29",0.942
"30",0.672
"31",0.877
"32",1.977
"33",1.232
"34",1.107
"35",0.793
"36",0.89
"37",0.843
"38",1.251
"39",1.146
"40",1.319
"41",2.675
"42",0.762
"43",0.716
"44",4.874
"45",5.297
"46",1.58
"47",1.275
"48",1.749
"49",2.077
"50",2.547
"51",5.462
"52",4.956
"53",5.133
"54",4.436
"55",0.992
"56",1.236
"57",4.296
"58",2.383
