"","V1","V2"
"1",1,4
"2",1,7
"3",1,14
"4",2,10
"5",3,9
"6",4,5
"7",4,11
"8",5,12
"9",6,9
"10",6,10
"11",6,14
"12",7,15
"13",7,24
"14",8,16
"15",9,10
"16",9,17
"17",10,13
"18",10,14
"19",10,21
"20",11,24
"21",13,23
"22",14,24
"23",15,16
"24",15,20
"25",15,25
"26",16,19
"27",18,23
"28",18,24
"29",20,24
"30",20,26
"31",20,28
"32",21,23
"33",21,27
"34",22,28
"35",22,29
"36",23,30
"37",24,38
"38",25,26
"39",25,33
"40",25,34
"41",26,33
"42",27,48
"43",28,32
"44",29,32
"45",30,47
"46",31,35
"47",32,36
"48",33,37
"49",35,39
"50",35,40
"51",36,42
"52",38,39
"53",38,45
"54",39,42
"55",39,43
"56",40,44
"57",41,42
"58",41,46
"59",43,44
"60",45,47
"61",45,49
"62",45,56
"63",46,49
"64",47,53
"65",47,54
"66",48,52
"67",48,56
"68",49,50
"69",49,51
"70",49,55
"71",51,56
"72",52,56
"73",53,54
