"","V1","V2"
"1",1,2
"2",1,4
"3",3,4
"4",2,6
"5",4,7
"6",5,9
"7",6,9
"8",4,10
"9",6,10
"10",7,10
"11",7,11
"12",8,11
"13",8,12
"14",12,13
"15",10,14
"16",9,15
"17",13,17
"18",11,18
"19",13,18
"20",14,18
"21",14,19
"22",15,19
"23",15,21
"24",16,21
"25",20,22
"26",15,23
"27",19,23
"28",21,23
"29",22,23
"30",14,24
"31",19,24
"32",18,25
"33",24,25
"34",17,26
"35",25,27
"36",24,28
"37",21,29
"38",29,30
"39",23,31
"40",28,31
"41",29,31
"42",28,32
"43",26,33
"44",27,33
"45",27,34
"46",32,35
"47",29,36
"48",30,36
"49",31,37
"50",35,37
"51",34,38
"52",32,39
"53",34,39
"54",35,39
"55",33,40
"56",36,41
"57",37,41
"58",35,42
"59",34,43
"60",39,43
