"","V1","V2"
"1",1,3
"2",2,3
"3",2,4
"4",2,7
"5",3,7
"6",4,7
"7",5,7
"8",1,8
"9",3,8
"10",8,9
"11",9,10
"12",8,11
"13",4,12
"14",12,13
"15",7,14
"16",11,14
"17",12,14
"18",11,15
"19",10,16
"20",10,17
"21",15,18
"22",12,19
"23",13,19
"24",14,20
"25",18,20
"26",6,21
"27",17,21
"28",15,22
"29",17,22
"30",18,22
"31",16,23
"32",19,24
"33",19,25
"34",20,25
"35",18,26
"36",17,27
"37",22,27
"38",23,28
"39",24,29
"40",25,29
"41",25,30
"42",26,30
"43",26,31
"44",27,31
"45",23,32
"46",27,32
"47",28,32
"48",27,33
"49",32,33
"50",30,34
"51",31,34
