"","x"
"1",12.73
"2",13.992
"3",15.466
"4",12.22
"5",7.344
"6",15.742
"7",15.298
"8",13.95
"9",12.324
"10",13.75
"11",14.211
"12",8.612
"13",7.252
"14",15.504
"15",15.045
"16",13.669
"17",13.934
"18",13.448
"19",11.766
"20",9.394
"21",7.523
"22",14.336
"23",13.113
"24",13.989
"25",15.53
"26",11.844
"27",11.677
"28",11.404
"29",11.773
"30",12.127
"31",11.582
"32",11.851
"33",11.873
"34",11.362
"35",12.222
"36",10.149
"37",11.061
"38",11.075
"39",10.762
"40",10.516
"41",10.988
"42",11.568
"43",11.861
"44",11.419
