"","x"
"1",9.252
"2",5.183
"3",5.803
"4",9.707
"5",9.641
"6",5.631
"7",6.263
"8",5.802
"9",7.444
"10",7.039
"11",3.423
"12",0.077
"13",7.347
"14",7.143
"15",5.972
"16",2.716
"17",7.236
"18",8.888
"19",6.569
"20",8.766
"21",8.627
"22",8.144
"23",7.015
"24",3.126
"25",0.152
"26",9.862
"27",6.438
"28",9.037
"29",5.885
"30",6.681
"31",6.399
"32",8.879
"33",7.962
"34",7.566
"35",1.598
"36",7.878
"37",10.336
"38",9.27
"39",8.719
"40",8.178
"41",5.196
"42",3.339
"43",3.151
"44",6.627
"45",2.325
"46",4.679
"47",5.218
"48",3.176
"49",6.812
"50",5.468
"51",7.158
"52",6.806
